name,lon,lat,extId
AACHEN HBF (Germany),6.091387,50.767776,008015345
AACHEN WEST (Germany),6.070829,50.78028,008015199
AACHEN-ROTHE ERDE (Germany),6.116386,50.770275,008015342
AACHEN SCHANZ (Germany),6.073885,50.769996,008031372
AACHEN-EILENDORF (Germany),6.154447,50.785556,008015341
HAACHT (Belgium),4.613057,50.966392,008822517
OBERAACH (Switzerland),9.270836,47.553332,008506108
ANSBACH (Germany),10.578335,49.298057,008022728
ANDERNACH (Germany),7.40472,50.434447,008019009
ALTBACH (Germany),9.3825,48.720276,008029058
AACHEN HBF (Germany),6.091387,50.767776,008015345
AACHEN WEST (Germany),6.070829,50.78028,008015199
AACHEN SCHANZ (Germany),6.073885,50.769996,008031372
AACHEN-ROTHE ERDE (Germany),6.116386,50.770275,008015342
AACHEN-EILENDORF (Germany),6.154447,50.785556,008015341
ACHENLOHE (Austria),13.197774,48.046112,008102044
AURACHKIRCHEN (Austria),13.745558,47.968058,008101922
LACHEN (Switzerland),8.852775,47.189997,008503220
MOENCHENGLADBACH HBF (Germany),6.446111,51.196669,008015165
MUENCHEN-ALLACH (Germany),11.46806,48.190002,008020468
AALEN HBF (Germany),10.096387,48.841109,008029549
AALEN (Norway),11.315001,62.846392,007601012
AALEN-HOFEN (Germany),10.114447,48.872778,008029551
AALEN-UNTERKOCHEN (Germany),10.126393,48.815004,008029697
AALEN-WASSERALFINGEN (Germany),10.103615,48.858611,008029550
Aalborg (Denmark),9.916945,57.042777,008600020
AALST (Belgium),4.039447,50.942778,008895000
AALTER (Belgium),3.447777,51.092223,008891140
AAlholm (Denmark),12.493055,55.672497,008650741
AAlholm (Denmark),12.493334,55.672218,008651741
ABENSBERG (Germany),11.846668,48.819445,008026323
LUTHERSTADT WITTENBERG-LABETZ (Germany),12.694171,51.87139,008023254
NEURENBERG (Germany),11.078054,49.450829,008022198
NEUSTADT AM RUEBENBERGE (Germany),9.455277,52.503332,008013728
ABERGAVENNY (United Kingdom),-3.008329,51.814165,007036020
ABERGELE + PENSARN (United Kingdom),-3.579998,53.291947,007024480
NEURENBERG C (Germany),11.083052,49.445552,008022193
KAPFENBERG (Austria),15.292224,47.445003,008103155
HERRENBERG (Germany),8.86278,48.593887,008029394
ALTENBERGE (Germany),7.481389,52.052226,008021148
ABENSBERG (Germany),11.846668,48.819445,008026323
ABERGELE + PENSARN (United Kingdom),-3.579998,53.291947,007024480
TOENSBERG (Norway),10.409446,59.27194,007601510
POTSDAM MEDIENSTADT BABELSBERG (Germany),13.122219,52.382778,008003502
MOENSBERG (Belgium),4.330553,50.778059,008814431
ASCHEBERG-DAVENSBERG (Germany),7.59806,51.818057,008021545
ABERGAVENNY (United Kingdom),-3.008329,51.814165,007036020
RABENSBURG (Austria),16.894444,48.65194,008102826
ABENDEN (Germany),6.476386,50.671115,008088401
POTSDAM-BABELSBERG (Germany),13.09278,52.391389,008003478
ACHERN (Germany),8.065275,48.633889,008014283
ACHERN STADT (Germany),8.067774,48.625835,008040102
ACHERN-OBERACHERN (Germany),8.079163,48.614167,008040103
ACHERES VILLE (France),2.07667,48.970553,008738165
ACHERES GD CORMIER (France),2.0925,48.955281,008738605
ACHERES GRAND CORMIER NOC (France),2.09641,48.91215,008761297
ACHERES VILLE NOCTILIEN (France),2.029306,48.930488,008760544
BACHERN (Germany),11.378609,48.280281,008020457
MACHERN(SACHS) (Germany),12.627777,51.357504,008023477
ACHENLOHE (Austria),13.197774,48.046112,008102044
ACHIM (Germany),9.030554,53.016113,008013746
ACHIET (France),2.78306,50.133056,008734204
ACHINSK 1 (Russia),89.443001,55.820792,002088000
JOACHIMSTHAL (Germany),13.749442,52.980282,008028253
JOACHIMSTHAL KAISERBAHNHOF (Germany),13.754997,52.963885,008028252
ACHAU (Austria),16.376944,48.082221,008103193
ACHERN (Germany),8.065275,48.633889,008014283
ACHMER (Germany),7.942221,52.390553,008021264
ACHERES VILLE (France),2.07667,48.970553,008738165
ACHARTING (Austria),12.992496,47.891111,008162071
ADELSHEIM OST (Germany),9.395004,49.40306,008029647
ADELSHEIM NORD (Germany),9.392775,49.421389,008014165
ADELSHEIM-SENNFELD (Germany),9.380558,49.378888,008029646
GONDELSHEIM(BADEN) (Germany),8.66028,49.059726,008014093
DIEDELSHEIM (Germany),8.674447,49.039447,008039252
HEIDELSHEIM (Germany),8.649448,49.10167,008014091
HEIDELSHEIM NORD (Germany),8.645277,49.104996,008039250
GONDELSHEIM SCHLOSSSTADION (Germany),8.662779,49.06583,008039251
BUECHES-DUEDELSHEIM (Germany),9.066664,50.297496,008011227
GUNDELSHEIM(NECKAR) (Germany),9.157779,49.283054,008014132
REICHENAU(BADEN) (Germany),9.125831,47.689447,008014583
PIADENA (Italy),10.369722,45.127224,008301919
CADENAZZO (Switzerland),8.942226,46.152777,008505404
JUDENAU (TULLNERFELD) (Austria),15.996664,48.295275,008101295
HEIDENAU (Germany),13.859164,50.980829,008008933
HEIDENAU SUED (Germany),13.874724,50.971669,008006027
ADEMIA (Portugal),-8.450551,40.25028,009436046
NEUDENAU (Germany),9.270836,49.288331,008029641
ADELSCHLAG (Germany),11.211391,48.84083,008020403
BERLIN-FRIEDENAU (Germany),13.341385,52.470557,008033462
ADORF(VOGTL) (Germany),12.260837,50.323888,008006725
ADORF(ERZGEB) (Germany),12.873614,50.763892,008042905
AUERBACH(VOGTL) HP (Germany),12.379171,50.506945,008059002
LIMBACH(VOGTL) (Germany),12.253052,50.58694,008006707
GRUENBACH(VOGTL) (Germany),12.37278,50.440002,008059017
SCHOENECK(VOGTL) (Germany),12.343331,50.396108,008059009
OELSNITZ(VOGTL) (Germany),12.15889,50.413331,008006723
LENGENFELD(VOGTL) (Germany),12.373337,50.57306,008059006
FALKENSTEIN(VOGTL) (Germany),12.361669,50.479168,008059003
PLAUEN(VOGTL)WEST (Germany),12.113333,50.494441,008006719
AHAUS (Germany),7.016386,52.081666,008021123
BERMATINGEN-AHAUSEN (Germany),9.345276,47.730554,008014624
AHA (Germany),8.134447,47.833337,008014378
LINZ HBF (Austria),14.292219,48.290277,008101073
GRAZ HBF (Austria),15.416392,47.07222,008103171
SALZBURG HBF (Austria),13.045829,47.813057,008101114
LEOBEN HBF (Austria),15.089724,47.386663,008103603
OBERHAUSEN HBF (Germany),6.851668,51.475002,008010263
POELTEN HBF ST (Austria),15.624726,48.208331,008101032
KLAGENFURT HBF (Austria),14.313614,46.615559,008103642
AHLEN(WESTF) (Germany),7.895558,51.761111,008013616
DAHLEN(SACHS) (Germany),12.984163,51.350834,008023484
DAHLENBURG (Germany),10.708885,53.169163,008001150
MOENCHENGLADBACH-RHEINDAHLEN (Germany),6.357774,51.150833,008015218
AHLTEN (Germany),9.904719,52.376108,008013542
AHLHORN (Germany),8.209444,52.899442,008021249
AHLBECK GRENZE (Germany),14.215559,53.921947,008044415
AHLBECK SEEBAD (Germany),14.187774,53.935556,008044407
AHLBECK OSTSEETHERME (Germany),14.17722,53.944447,008044416
DAHLEWITZ (Germany),13.419448,52.326667,008003393
AHRENSBURG (Germany),10.236107,53.66917,008001628
AHRENSBURG-GARTENHOLZ (Germany),10.251667,53.688614,008089940
AHRENSFELDE (S) (Germany),13.565558,52.571111,008085752
AHRENSFELDE (Germany),13.56528,52.571389,008003244
AHRENSFELDE NORD (Germany),13.581946,52.590554,008003246
AHRENSFELDE FRIEDHOF (Germany),13.573334,52.580837,008003245
AHRENSFELDE KIRCHE (Germany),13.575833,52.576109,008071844
AHRENSFELDE KIRSCHENALLEE (Germany),13.579168,52.581664,008071842
REGENSBURG HBF (Germany),12.099723,49.01167,008026294
HAMBURG-BAHRENFELD (Germany),9.910832,53.559996,008001103
AICHACH (Germany),11.122776,48.461108,008002135
AICH-ASSACH (Austria),13.820555,47.420552,008101470
BLAICHACH(ALLGAEU) (Germany),10.258885,47.543615,008002343
AICHSTETTEN (Germany),10.075002,47.887776,008029216
AICH IM JAUNTAL (Austria),14.811391,46.629996,008103827
AICH(NIEDERBAY) (Germany),12.398057,48.417222,008026372
RORSCHACH (Switzerland),9.504996,47.478056,008506311
ASCHACH AN DER DONAU (Austria),14.013886,48.363332,008101760
POTTSCHACH (Austria),16.00639,47.697222,008103132
CHAPCHACHI (Russia),46.982814,47.434261,002061803
KRAICHTAL-BAHNBRUEC. (Germany),8.764725,49.119442,008042124
KRAICHTAL-GOCHSHEIM (Germany),8.744724,49.109446,008042123
KRAICHTAL-MENZINGEN (Germany),8.775,49.136108,008042125
KRAICHTAL-MUENZESH. (Germany),8.716112,49.126112,008042122
KRAICHTAL-MUENZESHE. (Germany),8.726108,49.121392,008042126
KRAICHTAL-OBEROEWIS. (Germany),8.686115,49.14,008042121
KRAICHTAL-UNTEROEWI. (Germany),8.668891,49.146391,008042120
AICH IM JAUNTAL (Austria),14.811391,46.629996,008103827
AICHACH (Germany),11.122776,48.461108,008002135
AICH-ASSACH (Austria),13.820555,47.420552,008101470
AKEN C (Germany),6.091387,50.767776,008015345
INTERLAKEN OST (Switzerland),7.868887,46.690556,008507492
INTERLAKEN WEST (Switzerland),7.851385,46.683059,008507493
DINSLAKEN (Germany),6.738053,51.567501,008010269
WAKENDORF (Germany),10.36583,53.866393,008047223
QUAKENBRUECK (Germany),7.947777,52.673893,008021256
OAKENGATES (United Kingdom),-2.449721,52.690281,007046890
BERLIN-STAAKEN (Germany),13.141393,52.537779,008003521
HOEVELAKEN (Netherlands),5.46056,52.160277,008400490
BASTENAKEN-NOORD (Belgium),5.720555,50.006668,008865128
ALBSTADT-EBINGEN (Germany),9.026941,48.210282,008029350
ALBSTADT-EBINGEN WEST (Germany),8.996944,48.211387,008039116
ALBSTADT-LAUFEN ORT (Germany),8.917218,48.222777,008029664
ALBSTADT-LAUTLINGEN (Germany),8.954721,48.213608,008029348
HALBERSTADT (Germany),11.073335,51.899446,008024154
ALBSHAUSEN (Germany),8.435001,50.545832,008011428
ALBSHEIM(EIS) (Germany),8.178889,49.580552,008019349
UBSTADT ORT (Germany),8.625554,49.156666,008042102
HALBERSTADT OSTSTR (Germany),11.065559,51.885,008024332
HALBERSTADT-SPIEGELSBERGE (Germany),11.048336,51.882501,008024444
ALFELD(LEINE) (Germany),9.817776,51.981391,008013063
SAALFELDEN (Austria),12.829719,47.426944,008101148
SAALFELD(SAALE) (Germany),11.375004,50.650278,008016332
ALFERRAREDE (Portugal),-8.187779,39.473612,009452068
ALFEDENA-SCONTRONE (Italy),14.044441,41.738057,008308908
ALFARELOS (Portugal),-8.634444,40.165278,009435006
ALFARO (Spain),-1.748059,42.186385,007181110
ILFELD (Germany),10.789447,51.578333,008059815
DELLFELD (Germany),7.469164,49.22778,008019677
KNITTELFELD (Austria),14.837775,47.215275,008103612
ALLENDORF(DILLKR) (Germany),8.185559,50.743891,008088423
BAD SOODEN-ALLENDORF (Germany),9.968615,51.268052,008005445
STADTALLENDORF (Germany),9.015282,50.825558,008005382
UETENDORF ALLMEND (Switzerland),7.594725,46.773059,008507094
HALLE-AMMENDORF (Germany),11.987781,51.424168,008023005
MELLENDORF (Germany),9.744442,52.548332,008013685
WELLENDORF (Germany),8.140281,52.181114,008021480
MUELLENDORF (Austria),16.460004,47.833885,004333213
ZELLENDORF (Germany),13.066945,51.894448,008023128
ZILLENDORF (Germany),12.673334,49.345556,008026254
SELLSTEDT (Germany),8.72306,53.515553,008058583
SOLLSTEDT (Germany),10.529721,51.413615,008016525
FRELLSTEDT (Germany),10.910001,52.21361,008013230
NORDERSTEDT-MOORBEKHALLE (Germany),9.991663,53.717226,008059304
BALLSTAEDT(GOTHA) (Germany),10.70778,51.040832,008016574
WAHLSTEDT (Germany),10.229446,53.961113,008072042
HAMBURG-EIDELSTEDT (Germany),9.907218,53.595836,008001279
ALLENTSTEIG (Austria),15.329718,48.715835,008102443
ALLOA (United Kingdom),-3.788611,56.115,007098830
HAMBURG-RAHLSTEDT (Germany),10.15444,53.604726,008001627
ALPIRSBACH (Germany),8.398334,48.343888,008014208
ALTERSBACH (Germany),10.544446,50.700554,008016163
ANGERSBACH (Germany),9.447222,50.630834,008005619
ALPIGNANO (Italy),7.523612,45.091393,008300216
ABFALTERSBACH (Austria),12.511663,46.754164,008103877
LORSBACH (Germany),8.422776,50.114997,008011112
ALPIGLEN (Switzerland),8.001946,46.600278,008507375
ENDERSBACH (Germany),9.370275,48.813053,008029519
NELLMERSBACH (Germany),9.415275,48.903332,008029575
KERSBACH (Germany),11.059447,49.684998,008022160
ALSDORF-BUSCH (Germany),6.140558,50.876671,008085628
ALSDORF-ANNAPARK (Germany),6.156667,50.870558,008085629
ALSDORF(WESTERW) (Germany),7.89056,50.780837,008045600
ALSDORF-KELLERSBERG (Germany),6.16722,50.867502,008093802
ALSDORF-MARIADORF (Germany),6.188336,50.861947,008087214
ALSDORF POSTSTRASSE (Germany),6.196948,50.855834,008093803
KALSDORF B.GRAZ (Austria),15.470004,46.96444,008103177
ADELSDORF(MITTELFR) (Germany),10.686943,49.475001,008022493
KARLSDORF (Germany),8.54778,49.144441,008014090
MELSDORF (Germany),10.030829,54.31278,008098662
ALSFELD(OBERHESS) (Germany),9.264166,50.750831,008005613
MALSFELD (Germany),9.534723,51.0975,008005407
MALSFELD-BEISEFOERTH (Germany),9.553052,51.083054,008005408
MUENCHEN-KARLSFELD (Germany),11.45944,48.211109,008020467
ANSFELDEN (Austria),14.261108,48.209167,008101603
BAD HERSFELD (Germany),9.716108,50.869722,008005648
AHRENSFELDE (S) (Germany),13.565558,52.571111,008085752
AHRENSFELDE (Germany),13.56528,52.571389,008003244
AHRENSFELDE NORD (Germany),13.581946,52.590554,008003246
AHRENSFELDE FRIEDHOF (Germany),13.573334,52.580837,008003245
WALSLEBEN (Germany),12.678889,52.946941,008027233
EILSLEBEN(B MAGDEBURG) (Germany),11.215275,52.150281,008024034
ASCHERSLEBEN (Germany),11.465552,51.757218,008024170
WALSCHLEBEN (Germany),10.955837,51.067782,008016437
Noerre Alslev (Denmark),11.885555,54.896386,008600821
AMMENSLEBEN GROSS (Germany),11.525555,52.235552,008024044
ESSLEBEN (Germany),10.085277,49.94306,008022475
GIERSLEBEN (Germany),11.568614,51.764724,008024180
GATERSLEBEN (Germany),11.291386,51.828053,008024166
WEFENSLEBEN (Germany),11.155281,52.176943,008024035
ALTDORF(B NUERNBERG) (Germany),11.35361,49.389999,008022340
ALTDORF WEST (Germany),11.341393,49.391114,008022914
ALTDORF(CH) (Switzerland),8.631388,46.875554,008505113
ALTDORF-LUDERSHEIM (Germany),11.323891,49.392219,008022339
ALTECKENDORF-ALTDORF (ABRI) (France),7.589988,48.804019,008763995
GRAFENDORF BEI HARTBERG (Austria),16.003613,47.346391,008103323
ALTDOEBERN (Germany),14.009167,51.652782,008004218
OBERNBERG-ALTHEIM (Austria),13.259718,48.269997,008101792
ALTENBERGE (Germany),7.481389,52.052226,008021148
ALTHEGNENBERG (Germany),11.06306,48.236386,008002145
ALTENA(WESTF) (Germany),7.668886,51.301942,008008286
ALTENAHR (Germany),6.989724,50.515556,008025022
ALTENAU(BAY) (Germany),11.017503,47.64833,008020529
ALTENAHR-KREUZBERG (Germany),6.978614,50.506387,008025021
ALTENBEKEN (Germany),8.943332,51.766387,008013318
ALTENBURG (Germany),12.443893,50.996668,008023563
ALTENBACH (Germany),12.682224,51.355832,008023479
ALTENGLAN (Germany),7.461946,49.548614,008019661
ALTENERDING (Germany),11.901664,48.293612,008020077
ALTENBERGE (Germany),7.481389,52.052226,008021148
ALTENBERG(ERZGEB) (Germany),13.753613,50.766391,008006044
ALTENBERGE (Germany),7.481389,52.052226,008021148
GREIFENSTEIN-ALTENBERG (Austria),16.239723,48.344724,008102414
ALTENBAMBERG (Germany),7.830836,49.786945,008019254
ALTENBEKEN (Germany),8.943332,51.766387,008013318
ALTENAHR-KREUZBERG (Germany),6.978614,50.506387,008025021
FELSBERG-ALTENBRUNSLAR (Germany),9.445559,51.165279,008005372
LUTHERSTADT WITTENBERG ALTSTADT (Germany),12.641386,51.863893,008023253
ALTHEGNENBERG (Germany),11.06306,48.236386,008002145
ALTENBURG (Germany),12.443893,50.996668,008023563
ALTENBURG (Germany),12.443893,50.996668,008023563
BAD DEUTSCH ALTENBURG (Austria),16.910831,48.132777,008102933
LEHNDORF(ALTENBURG) (Germany),12.425834,50.93778,008006693
ALTENBEKEN (Germany),8.943332,51.766387,008013318
ALTENBACH (Germany),12.682224,51.355832,008023479
ALTENBERGE (Germany),7.481389,52.052226,008021148
ALTENBAMBERG (Germany),7.830836,49.786945,008019254
ALTENBRUNSLAR (Germany),9.445559,51.165279,008005372
ALTENBERG(ERZGEB) (Germany),13.753613,50.766391,008006044
BRANDENBURG ALTSTADT (Germany),12.53028,52.411669,008024290
ALTENKIRCHEN(WESTERWALD) (Germany),7.638332,50.684446,008019528
"BREITSCHEIDT(ALTENKIRCHEN, WW) (Germany)",7.661389,50.748332,008019531
KALTENKIRCHEN SUED (Germany),9.973055,53.823614,008040428
KALTENKIRCHEN(HOLST) (Germany),9.966943,53.834446,008040415
KALTENKIRCHEN THERME (Germany),9.946115,53.840001,008040425
NEUNKIRCHEN-ALTENSEE (Germany),7.992498,50.783893,008088424
ALTENSTADT (FELDKIRCH) (Austria),9.615554,47.256113,008101238
GARMISCH-PARTENKIRCHEN (Germany),11.096941,47.491387,008020295
GARMISCH-PARTENKIRCHEN HAUSBERG (Germany),11.092221,47.483612,008088400
ANZENKIRCHEN (Germany),13.021945,48.434724,008026524
GREIFENSTEIN-ALTENBERG (Austria),16.239723,48.344724,008102414
ALTENSTADT(HESS) (Germany),8.943889,50.283329,008011199
ALTENSTADT(ILLER) (Germany),10.109997,48.161111,008002242
ALTENSTADT-HOECHST (Germany),8.923331,50.269719,008011198
ALTENSTADT-LINDHEIM (Germany),8.978893,50.291392,008011201
ALTENSTADT(WALDNAAB) (Germany),12.165003,49.715552,008087369
ALTENSTADT (FELDKIRCH) (Austria),9.615554,47.256113,008101238
ALTENSEELBACH (Germany),7.992498,50.783893,008088424
ALTENKIRCHEN(WESTERWALD) (Germany),7.638332,50.684446,008019528
WISSEMBOURG ALTENSTADT (France),7.96722,49.02972,008766038
ALTENTREPTOW (Germany),13.242774,53.692218,008028128
ALTENBEKEN (Germany),8.943332,51.766387,008013318
ALTENBURG (Germany),12.443893,50.996668,008023563
ALTENBACH (Germany),12.682224,51.355832,008023479
ALTENAHR (Germany),6.989724,50.515556,008025022
ALTENGLAN (Germany),7.461946,49.548614,008019661
ALTENERDING (Germany),11.901664,48.293612,008020077
ALTENBERGE (Germany),7.481389,52.052226,008021148
ALTENGOERS (Germany),10.355555,53.898611,008001338
ALTENHUNDEM (Germany),8.071387,51.10417,008008262
LANDSBERG(LECH) (Germany),10.871671,48.047226,008002189
BERLIN LANDSBERGER ALLEE (Germany),13.454443,52.529724,008003349
DEUTSCHLANDSBERG (Austria),15.218333,46.818886,008113468
LANDSBERG(L)SCHULE (Germany),10.86972,48.054166,008002201
LANDSBERG(B. HALLE/SAALE) (Germany),12.166666,51.532776,008023151
LANDSBERG(B. HALLE/SAALE) SUED (Germany),12.172221,51.504442,008023394
GRAMSBERGEN (Netherlands),6.676666,52.610277,008400259
KALTENHERBERG (Switzerland),7.799446,47.237226,008508161
ALTNAU (Switzerland),9.266108,47.621389,008506125
FELSBERG-ALTENBRUNSLAR (Germany),9.445559,51.165279,008005372
ALTOETTING (Germany),12.674718,48.221114,008020039
ALTINGEN(WUERTT) (Germany),8.908885,48.56194,008029328
ALTTANN (Germany),9.793055,47.841113,008029201
ALTENERDING (Germany),11.901664,48.293612,008020077
ALTON (United Kingdom),-0.966106,51.149718,007055440
ALTHORNE (United Kingdom),0.755274,51.644997,007068690
ALTHORPE (United Kingdom),-0.73111,53.582226,007065320
ALTRINCHAM (United Kingdom),-2.345833,53.384446,007028060
ALTNABREAC (United Kingdom),-3.706386,58.388057,007086060
GOETTINGEN (Germany),9.926114,51.536947,008013051
ALZENAU BURG (Germany),9.07444,50.088056,008047703
ALZENAU NORD (Germany),9.051391,50.089441,008020888
ALZENAU(UNTERFR) (Germany),9.065558,50.088614,008047702
ALZENAU-KAELBERAU (Germany),9.091393,50.090834,008047704
ALZENAU-MICHELBACH (Germany),9.104446,50.099724,008047705
ALZENAU-MICHELB. HER (Germany),9.118334,50.099724,008020952
ALZEY (Germany),8.109726,49.750278,008019277
ALZEY SUED (Germany),8.118608,49.738052,008005575
ALZEY WEST (Germany),8.107218,49.741109,008044137
LEESE-STOLZENAU (Germany),9.110001,52.509445,008013712
ALZEY (Germany),8.109726,49.750278,008019277
ALZEY SUED (Germany),8.118608,49.738052,008005575
ALZEY WEST (Germany),8.107218,49.741109,008044137
ALZENAU BURG (Germany),9.07444,50.088056,008047703
ALZENAU NORD (Germany),9.051391,50.089441,008020888
ALZENAU-KAELBERAU (Germany),9.091393,50.090834,008047704
ALZENAU-MICHELBACH (Germany),9.104446,50.099724,008047705
ALZENAU(UNTERFR) (Germany),9.065558,50.088614,008047702
ALZENAU-MICHELB. HER (Germany),9.118334,50.099724,008020952
ESCH-SUR-ALZETTE (Luxembourg),5.985557,49.493887,008200640
OTTERSBERG(HAN) (Germany),9.133058,53.096944,008001241
STETTEN AM HEUCHELBERG (Germany),9.014724,49.136944,008029649
GUENTERSBERGE (Germany),10.985555,51.64417,008059844
MELLINGEN HEITERSBERG (Switzerland),8.275829,47.428058,008516219
PABING AM HAUNSBERG (Austria),12.969169,47.914447,008102089
ALLERSBERG(ROTHSEE) (Germany),11.212497,49.262226,008072241
ALSDORF-KELLERSBERG (Germany),6.16722,50.867502,008093802
ROSERSBERG (Sweden),17.879724,59.583335,007403226
MITTERBERGHUETTEN (Austria),13.222224,47.395275,008101135
SCHLITTERS-BRUCK AM ZILLER (Austria),11.843612,47.377782,008182204
AMBERG (Germany),11.862777,49.447503,008026190
AMBERGATE (United Kingdom),-1.479165,53.057499,007016780
FELDKIRCH AMBERG (Austria),9.62111,47.255277,008102321
AMBERT (France),3.734721,45.549169,008773457
AMBERT VILLE (France),3.738892,45.551111,008739575
AMBERLEY (United Kingdom),-0.540835,50.894443,007052500
AMBERIEU EN BUGEY (France),5.342226,45.95389,008774371
BAMBERG (Germany),10.899448,49.900829,008022090
ALTENBAMBERG (Germany),7.830836,49.786945,008019254
BISAMBERG (Austria),16.346947,48.316669,008102648
LUENEBURG (Germany),10.419999,53.249724,008001173
HORNEBURG (Germany),9.576667,53.508614,008001190
DERNEBURG(HAN) (Germany),10.143608,52.096948,008013377
RONNEBURG(THUER) (Germany),12.181669,50.859448,008006739
AMBURGO (Germany),9.997497,53.557218,008002710
MAGDEBURG HBF (Germany),11.626945,52.13028,008024001
DIEBURG (Germany),8.839722,49.903607,008011343
GANDRANGE AMNEVILLE (France),6.125277,49.270829,008719174
BUECKEBURG (Germany),9.047778,52.2675,008013574
MERSEBURG (Germany),11.990558,51.356947,008023008
AMORBACH (Germany),9.223058,49.645553,008022645
SIERCK LES BAINS PL MORBACH (France),6.358052,49.441669,008763584
FORBACH (France),6.900282,49.189441,008719300
AMOROSI-MELIZZANO (Italy),14.470556,41.173337,008309306
KORBACH HBF (Germany),8.873333,51.278615,008005301
AMOREIRAS-ODEMIRA (Portugal),-8.414442,37.689999,009477099
KORBACH SUED (Germany),8.878888,51.270282,008005303
FORBACH(SCHWARZW) (Germany),8.361388,48.680274,008014261
FORBACH(SCHWARZW)-RAUMUENZACH (Germany),8.351392,48.644721,008066075
AUERBACH(V) U BF (Germany),12.391109,50.511664,008006683
SCHWANTE AN DER KIRCHE (Germany),13.08833,52.734166,008081563
ASCHACH AN DER DONAU (Austria),14.013886,48.363332,008101760
WILLERSDORF AN DER ASCHACH (Austria),13.832223,48.325559,008151776
AUW AN DER KYLL (Germany),6.614443,49.903607,008025156
KREMS AN DER DONAU (Austria),15.605004,48.408889,008102474
MITTEWALD AN DER DRAU (Austria),12.595002,46.769724,008103876
KLAUS AN DER PYHRNBAHN (Austria),14.154999,47.833058,008101622
BUEREN AN DER AARE (Switzerland),7.37111,47.138057,008500221
SIERNDORF AN DER MARCH (Austria),16.891109,48.511393,008102823
ST.VEIT AN DER GOELSEN (Austria),15.672225,48.044997,008101311
ANDERNACH (Germany),7.40472,50.434447,008019009
ANDERNACH KD (Germany),7.402779,50.441944,008079910
ANDERNACH-NAMEDY (Germany),7.361671,50.457225,008019010
ANDERNACH-MIESENHEIM (Germany),7.407498,50.404171,008025081
SONDERNACH (Germany),9.618889,48.366946,008084734
ANDERMATT (Switzerland),8.593337,46.636945,008505165
ANDERSTON (United Kingdom),-4.270558,55.857225,007099650
"ANDERMATT, BAHNHOF (Switzerland)",8.594443,46.637223,008573140
"REINACH BL, LANDERERSTRASSE (Switzerland)",7.593332,47.493329,008578218
ANDRAE-WOERDERN ST (Austria),16.209169,48.333892,008102415
ANGERMUENDE (Germany),13.996393,53.015277,008028324
ANGERMUND (Germany),6.781948,51.330833,008008106
ANGERSBACH (Germany),9.447222,50.630834,008005619
ANGERSDORF (Germany),11.903057,51.460278,008023043
ANGERN-ROGAETZ (Germany),11.759446,52.338335,008024081
ANGERS ST LAUD (France),-0.556944,47.464168,008748400
ANGERVILLE (France),2.003615,48.311392,008754309
ANGERN/MARCH (Austria),16.826665,48.384996,008102819
TANGERMUENDE (Germany),11.97,52.545833,008024569
ANGERERBACH-AHRNBACH (Austria),11.883335,47.27917,008102218
ANKLAM (Germany),13.701943,53.85611,008028425
ANKARA (Turkey),32.843609,39.935837,007502503
BAKLANKA (Russia),40.133618,58.815935,002030310
FRANKLEBEN (Germany),11.937504,51.309448,008023019
Klampenborg (Denmark),12.587496,55.776943,008650659
Klampenborg (Denmark),12.587496,55.776943,008651659
SHANKLIN (United Kingdom),-1.178332,50.63194,007055290
BAERENKLAU (Germany),13.143614,52.704169,008003549
VOECKLAMARKT (Austria),13.489447,47.998055,008101098
MIXNITZ BAERENSCHUETZKLAMM (Austria),15.36056,47.331388,008103162
ANNABERG-BUCHHOLZ SUED (Germany),12.997503,50.555837,008006431
ANNABERG-BUCHHOLZ MITTE (Germany),12.999166,50.566669,008006430
ANNABERG-BUCHHOLZ UNTERER BF (Germany),12.99833,50.578607,008006429
BUCHHOLZ(BADEN) (Germany),7.915281,48.083615,008014336
DUISBURG-BUCHHOLZ (Germany),6.775278,51.38306,008010353
BOPPARD-BUCHHOLZ (Germany),7.555002,50.210831,008025254
BUCHHOLZ(ZAUCHE) (Germany),12.922497,52.167504,008003463
BUCHHOLZ(NORDHEIDE) (Germany),9.876385,53.324721,008001233
BAERENSTEIN(ANNABERG) (Germany),13.029999,50.507502,008006438
ANNABURG (Germany),13.032777,51.728615,008023258
ANNABURG (Germany),13.032777,51.728615,008023258
ANNABERG-BUCHHOLZ MITTE (Germany),12.999166,50.566669,008006430
ANNABERG-BUCHHOLZ SUED (Germany),12.997503,50.555837,008006431
ANNABERG-BUCHHOLZ UNTERER BF (Germany),12.99833,50.578607,008006429
ANNAPPES (France),3.146944,50.623337,008728685
ANNA PAULOWNA (Netherlands),4.8119440000000004,52.867503,008400065
ANNAN (United Kingdom),-3.261106,54.980831,007094510
KLAGENFURT ANNABICHL (Austria),14.315277,46.649718,008103640
BAERENSTEIN(ANNABERG) (Germany),13.029999,50.507502,008006438
ANNAKIRMESPLZ(DUEREN) (Germany),6.474166,50.79611,008088230
ANNWEILER AM TRIFELS (Germany),7.966115,49.20528,008019665
ANNWEILER-SARNSTALL (Germany),7.937223,49.208615,008092109
GENNWEILER (Germany),7.049997,49.369998,008080661
WINNWEILER (Germany),7.855835,49.570556,008019263
FELS AM WAGRAM (Austria),15.823334,48.429169,008102468
WANNWEIL (Germany),9.15056,48.51222,008029314
KRONWEILER (Germany),7.262502,49.655558,008025282
